Metric,Category,Company,Quarter,Value,Quarter_Order,FY,Q
PCR,PRIVATE BANK,CSBBBANK,Q2-FY25,,1,FY25,Q2
PCR,PRIVATE BANK,CSBBBANK,Q3-FY25,0.6012,2,FY25,Q3
PCR,PRIVATE BANK,CSBBBANK,Q4-FY25,0.6719,3,FY25,Q4
PCR,PRIVATE BANK,CSBBBANK,Q1-FY26,0.6452,4,FY26,Q1
PCR,PRIVATE BANK,CSBBBANK,Q2-FY26,0.7162,5,FY26,Q2
PCR,PRIVATE BANK,CSBBBANK,Q3-FY26,0.6632,6,FY26,Q3
RoA,PRIVATE BANK,CSBBBANK,Q1-FY25,0.0124,0,FY25,Q1
RoA,PRIVATE BANK,CSBBBANK,Q2-FY25,0.0148,1,FY25,Q2
RoA,PRIVATE BANK,CSBBBANK,Q3-FY25,0.0148,2,FY25,Q3
RoA,PRIVATE BANK,CSBBBANK,Q4-FY25,0.0179,3,FY25,Q4
RoA,PRIVATE BANK,CSBBBANK,Q1-FY26,0.0103,4,FY26,Q1
RoA,PRIVATE BANK,CSBBBANK,Q2-FY26,0.0133,5,FY26,Q2
RoA,PRIVATE BANK,CSBBBANK,Q3-FY26,0.0118,6,FY26,Q3
RoE,PRIVATE BANK,CSBBBANK,Q1-FY25,0.1269,0,FY25,Q1
RoE,PRIVATE BANK,CSBBBANK,Q2-FY25,0.1453,1,FY25,Q2
RoE,PRIVATE BANK,CSBBBANK,Q3-FY25,0.1528,2,FY25,Q3
RoE,PRIVATE BANK,CSBBBANK,Q4-FY25,0.188,3,FY25,Q4
RoE,PRIVATE BANK,CSBBBANK,Q1-FY26,0.109,4,FY26,Q1
RoE,PRIVATE BANK,CSBBBANK,Q2-FY26,0.1446,5,FY26,Q2
RoE,PRIVATE BANK,CSBBBANK,Q3-FY26,0.1338,6,FY26,Q3
Yields,PRIVATE BANK,CSBBBANK,Q1-FY25,0.1125,0,FY25,Q1
Yields,PRIVATE BANK,CSBBBANK,Q2-FY25,0.1121,1,FY25,Q2
Yields,PRIVATE BANK,CSBBBANK,Q3-FY25,0.1106,2,FY25,Q3
Yields,PRIVATE BANK,CSBBBANK,Q4-FY25,0.1098,3,FY25,Q4
Yields,PRIVATE BANK,CSBBBANK,Q1-FY26,0.1073,4,FY26,Q1
Yields,PRIVATE BANK,CSBBBANK,Q2-FY26,0.1095,5,FY26,Q2
Yields,PRIVATE BANK,CSBBBANK,Q3-FY26,0.1082,6,FY26,Q3
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q1-FY25,220800.0,0,FY25,Q1
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q2-FY25,230312.0,1,FY25,Q2
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q3-FY25,244666.0,2,FY25,Q3
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q4-FY25,234800.0,3,FY25,Q4
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q1-FY26,241200.0,4,FY26,Q1
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q2-FY26,244657.0,5,FY26,Q2
Advances (INR Crs),PRIVATE BANK,FEDERALBNK,Q3-FY26,265722.0,6,FY26,Q3
CAR,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.1557,0,FY25,Q1
CAR,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.152,1,FY25,Q2
CAR,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.1516,2,FY25,Q3
CAR,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.164,3,FY25,Q4
CAR,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.1603,4,FY26,Q1
CAR,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.1571,5,FY26,Q2
CAR,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.152,6,FY26,Q3
CASA,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.1,0,FY25,Q1
CASA,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.3007,1,FY25,Q2
CASA,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.3016,2,FY25,Q3
CASA,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.3,3,FY25,Q4
CASA,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.304,4,FY26,Q1
CASA,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.3101,5,FY26,Q2
CASA,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.3207,6,FY26,Q3
CoFs,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.059,0,FY25,Q1
CoFs,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.0593,1,FY25,Q2
CoFs,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0601,2,FY25,Q3
CoFs,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0606,3,FY25,Q4
CoFs,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0585,4,FY26,Q1
CoFs,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.0561,5,FY26,Q2
CoFs,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.055,6,FY26,Q3
Cost to Income,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.5320217011723621,0,FY25,Q1
Cost to Income,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.5301,1,FY25,Q2
Cost to Income,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.5312,2,FY25,Q3
Cost to Income,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.566885381568836,3,FY25,Q4
Cost to Income,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.5488723983999072,4,FY26,Q1
Cost to Income,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.5404,5,FY26,Q2
Cost to Income,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.5392,6,FY26,Q3
Credit Cost,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.0018,0,FY25,Q1
Credit Cost,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.003,1,FY25,Q2
Credit Cost,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0058,2,FY25,Q3
Credit Cost,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0027,3,FY25,Q4
Credit Cost,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0065,4,FY26,Q1
Credit Cost,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.005,5,FY26,Q2
Credit Cost,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.0047,6,FY26,Q3
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q1-FY25,266100.0,0,FY25,Q1
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q2-FY25,269107.0,1,FY25,Q2
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q3-FY25,217214.0,2,FY25,Q3
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q4-FY25,283600.0,3,FY25,Q4
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q1-FY26,287400.0,4,FY26,Q1
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q2-FY26,288920.0,5,FY26,Q2
Deposits (INR Crs),PRIVATE BANK,FEDERALBNK,Q3-FY26,250355.0,6,FY26,Q3
GNPA,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.0209,0,FY25,Q1
GNPA,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.0195,1,FY25,Q2
GNPA,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0195,2,FY25,Q3
GNPA,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0184,3,FY25,Q4
GNPA,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0191,4,FY26,Q1
GNPA,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.0183,5,FY26,Q2
GNPA,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.0172,6,FY26,Q3
Leverage,PRIVATE BANK,FEDERALBNK,Q1-FY25,,0,FY25,Q1
Leverage,PRIVATE BANK,FEDERALBNK,Q2-FY25,,1,FY25,Q2
Leverage,PRIVATE BANK,FEDERALBNK,Q3-FY25,,2,FY25,Q3
Leverage,PRIVATE BANK,FEDERALBNK,Q4-FY25,,3,FY25,Q4
Leverage,PRIVATE BANK,FEDERALBNK,Q1-FY26,8.742857142857142,4,FY26,Q1
Leverage,PRIVATE BANK,FEDERALBNK,Q2-FY26,8.892753623188407,5,FY26,Q2
Leverage,PRIVATE BANK,FEDERALBNK,Q3-FY26,,6,FY26,Q3
NII,PRIVATE BANK,FEDERALBNK,Q1-FY25,2292.0,0,FY25,Q1
NII,PRIVATE BANK,FEDERALBNK,Q2-FY25,2367.0,1,FY25,Q2
NII,PRIVATE BANK,FEDERALBNK,Q3-FY25,2431.0,2,FY25,Q3
NII,PRIVATE BANK,FEDERALBNK,Q4-FY25,2377.4,3,FY25,Q4
NII,PRIVATE BANK,FEDERALBNK,Q1-FY26,2336.8,4,FY26,Q1
NII,PRIVATE BANK,FEDERALBNK,Q2-FY26,2495.0,5,FY26,Q2
NII,PRIVATE BANK,FEDERALBNK,Q3-FY26,2653.0,6,FY26,Q3
NIMs,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.0297,0,FY25,Q1
NIMs,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.0291,1,FY25,Q2
NIMs,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0311,2,FY25,Q3
NIMs,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0287,3,FY25,Q4
NIMs,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0246,4,FY26,Q1
NIMs,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.0269,5,FY26,Q2
NIMs,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.0318,6,FY26,Q3
NNPA,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.0057,0,FY25,Q1
NNPA,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.0049,1,FY25,Q2
NNPA,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0049,2,FY25,Q3
NNPA,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0044,3,FY25,Q4
NNPA,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0048,4,FY26,Q1
NNPA,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.0048,5,FY26,Q2
NNPA,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.0042,6,FY26,Q3
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q1-FY25,,0,FY25,Q1
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q2-FY25,,1,FY25,Q2
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q3-FY25,,2,FY25,Q3
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q4-FY25,,3,FY25,Q4
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q1-FY26,,4,FY26,Q1
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q2-FY26,,5,FY26,Q2
Opex to AUM,PRIVATE BANK,FEDERALBNK,Q3-FY26,,6,FY26,Q3
Other Income,PRIVATE BANK,FEDERALBNK,Q1-FY25,915.0,0,FY25,Q1
Other Income,PRIVATE BANK,FEDERALBNK,Q2-FY25,964.0,1,FY25,Q2
Other Income,PRIVATE BANK,FEDERALBNK,Q3-FY25,916.0,2,FY25,Q3
Other Income,PRIVATE BANK,FEDERALBNK,Q4-FY25,1006.0,3,FY25,Q4
Other Income,PRIVATE BANK,FEDERALBNK,Q1-FY26,1113.0,4,FY26,Q1
Other Income,PRIVATE BANK,FEDERALBNK,Q2-FY26,1082.0,5,FY26,Q2
Other Income,PRIVATE BANK,FEDERALBNK,Q3-FY26,1100.0,6,FY26,Q3
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q1-FY25,1009.5,0,FY25,Q1
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q2-FY25,1057.0,1,FY25,Q2
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q3-FY25,955.0,2,FY25,Q3
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q4-FY25,1030.0,3,FY25,Q4
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q1-FY26,862.0,4,FY26,Q1
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q2-FY26,955.0,5,FY26,Q2
PAT (INR Crs),PRIVATE BANK,FEDERALBNK,Q3-FY26,1041.0,6,FY26,Q3
PCR,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.719,0,FY25,Q1
PCR,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.7182,1,FY25,Q2
PCR,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.7421,2,FY25,Q3
PCR,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.7537,3,FY25,Q4
PCR,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.7441,4,FY26,Q1
PCR,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.7345,5,FY26,Q2
PCR,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.7514,6,FY26,Q3
RoA,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.0127,0,FY25,Q1
RoA,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.0128,1,FY25,Q2
RoA,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0114,2,FY25,Q3
RoA,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0124,3,FY25,Q4
RoA,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0098,4,FY26,Q1
RoA,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.0109,5,FY26,Q2
RoA,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.0115,6,FY26,Q3
RoE,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.1364,0,FY25,Q1
RoE,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.1365,1,FY25,Q2
RoE,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.12,2,FY25,Q3
RoE,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.1282,3,FY25,Q4
RoE,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.103,4,FY26,Q1
RoE,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.1101,5,FY26,Q2
RoE,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.1168,6,FY26,Q3
Yields,PRIVATE BANK,FEDERALBNK,Q1-FY25,0.0943,0,FY25,Q1
Yields,PRIVATE BANK,FEDERALBNK,Q2-FY25,0.0935,1,FY25,Q2
Yields,PRIVATE BANK,FEDERALBNK,Q3-FY25,0.0939,2,FY25,Q3
Yields,PRIVATE BANK,FEDERALBNK,Q4-FY25,0.0931,3,FY25,Q4
Yields,PRIVATE BANK,FEDERALBNK,Q1-FY26,0.0904,4,FY26,Q1
Yields,PRIVATE BANK,FEDERALBNK,Q2-FY26,0.0886,5,FY26,Q2
Yields,PRIVATE BANK,FEDERALBNK,Q3-FY26,0.0874,6,FY26,Q3
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q1-FY25,2532700.0,0,FY25,Q1
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q2-FY25,2519000.0,1,FY25,Q2
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q3-FY25,2542600.0,2,FY25,Q3
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q4-FY25,2695500.0,3,FY25,Q4
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q1-FY26,2742300.0,4,FY26,Q1
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q2-FY26,2769000.0,5,FY26,Q2
Advances (INR Crs),PRIVATE BANK,HDFCBANK,Q3-FY26,2844500.0,6,FY26,Q3
CAR,PRIVATE BANK,HDFCBANK,Q1-FY25,0.193,0,FY25,Q1
CAR,PRIVATE BANK,HDFCBANK,Q2-FY25,0.198,1,FY25,Q2
CAR,PRIVATE BANK,HDFCBANK,Q3-FY25,0.2,2,FY25,Q3
CAR,PRIVATE BANK,HDFCBANK,Q4-FY25,0.196,3,FY25,Q4
CAR,PRIVATE BANK,HDFCBANK,Q1-FY26,0.199,4,FY26,Q1
CAR,PRIVATE BANK,HDFCBANK,Q2-FY26,0.2,5,FY26,Q2
CAR,PRIVATE BANK,HDFCBANK,Q3-FY26,0.199,6,FY26,Q3
CASA,PRIVATE BANK,HDFCBANK,Q1-FY25,0.36,0,FY25,Q1
CASA,PRIVATE BANK,HDFCBANK,Q2-FY25,0.35,1,FY25,Q2
CASA,PRIVATE BANK,HDFCBANK,Q3-FY25,0.34,2,FY25,Q3
CASA,PRIVATE BANK,HDFCBANK,Q4-FY25,0.35,3,FY25,Q4
CASA,PRIVATE BANK,HDFCBANK,Q1-FY26,0.34,4,FY26,Q1
CASA,PRIVATE BANK,HDFCBANK,Q2-FY26,0.34,5,FY26,Q2
CASA,PRIVATE BANK,HDFCBANK,Q3-FY26,0.34,6,FY26,Q3
CoFs,PRIVATE BANK,HDFCBANK,Q1-FY25,0.049,0,FY25,Q1
CoFs,PRIVATE BANK,HDFCBANK,Q2-FY25,0.049,1,FY25,Q2
CoFs,PRIVATE BANK,HDFCBANK,Q3-FY25,0.049,2,FY25,Q3
CoFs,PRIVATE BANK,HDFCBANK,Q4-FY25,0.049,3,FY25,Q4
CoFs,PRIVATE BANK,HDFCBANK,Q1-FY26,0.048,4,FY26,Q1
CoFs,PRIVATE BANK,HDFCBANK,Q2-FY26,0.046,5,FY26,Q2
CoFs,PRIVATE BANK,HDFCBANK,Q3-FY26,0.045,6,FY26,Q3
Cost to Income,PRIVATE BANK,HDFCBANK,Q1-FY25,0.41,0,FY25,Q1
Cost to Income,PRIVATE BANK,HDFCBANK,Q2-FY25,0.4061072373166627,1,FY25,Q2
Cost to Income,PRIVATE BANK,HDFCBANK,Q3-FY25,0.406,2,FY25,Q3
Cost to Income,PRIVATE BANK,HDFCBANK,Q4-FY25,0.398,3,FY25,Q4
Cost to Income,PRIVATE BANK,HDFCBANK,Q1-FY26,0.396,4,FY26,Q1
Cost to Income,PRIVATE BANK,HDFCBANK,Q2-FY26,0.3917211328976035,5,FY26,Q2
Cost to Income,PRIVATE BANK,HDFCBANK,Q3-FY26,0.392,6,FY26,Q3
Credit Cost,PRIVATE BANK,HDFCBANK,Q1-FY25,0.0029,0,FY25,Q1
Credit Cost,PRIVATE BANK,HDFCBANK,Q2-FY25,0.0029,1,FY25,Q2
Credit Cost,PRIVATE BANK,HDFCBANK,Q3-FY25,0.0036,2,FY25,Q3
Credit Cost,PRIVATE BANK,HDFCBANK,Q4-FY25,0.0048,3,FY25,Q4
Credit Cost,PRIVATE BANK,HDFCBANK,Q1-FY26,0.0041,4,FY26,Q1
Credit Cost,PRIVATE BANK,HDFCBANK,Q2-FY26,0.0037,5,FY26,Q2
Credit Cost,PRIVATE BANK,HDFCBANK,Q3-FY26,0.0041,6,FY26,Q3
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q1-FY25,2283100.0,0,FY25,Q1
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q2-FY25,2500100.0,1,FY25,Q2
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q3-FY25,2563800.0,2,FY25,Q3
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q4-FY25,2528000.0,3,FY25,Q4
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q1-FY26,2657600.0,4,FY26,Q1
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q2-FY26,2801500.0,5,FY26,Q2
Deposits (INR Crs),PRIVATE BANK,HDFCBANK,Q3-FY26,2859500.0,6,FY26,Q3
GNPA,PRIVATE BANK,HDFCBANK,Q1-FY25,0.013,0,FY25,Q1
GNPA,PRIVATE BANK,HDFCBANK,Q2-FY25,0.014,1,FY25,Q2
GNPA,PRIVATE BANK,HDFCBANK,Q3-FY25,0.014,2,FY25,Q3
GNPA,PRIVATE BANK,HDFCBANK,Q4-FY25,0.013,3,FY25,Q4
GNPA,PRIVATE BANK,HDFCBANK,Q1-FY26,0.014,4,FY26,Q1
GNPA,PRIVATE BANK,HDFCBANK,Q2-FY26,0.0124,5,FY26,Q2
GNPA,PRIVATE BANK,HDFCBANK,Q3-FY26,0.012,6,FY26,Q3
Leverage,PRIVATE BANK,HDFCBANK,Q1-FY25,6.493132766514061,0,FY25,Q1
Leverage,PRIVATE BANK,HDFCBANK,Q2-FY25,6.6573894282632144,1,FY25,Q2
Leverage,PRIVATE BANK,HDFCBANK,Q3-FY25,,2,FY25,Q3
Leverage,PRIVATE BANK,HDFCBANK,Q4-FY25,6.50568295114656,3,FY25,Q4
Leverage,PRIVATE BANK,HDFCBANK,Q1-FY26,6.265212399540758,4,FY26,Q1
Leverage,PRIVATE BANK,HDFCBANK,Q2-FY26,6.338820826952527,5,FY26,Q2
Leverage,PRIVATE BANK,HDFCBANK,Q3-FY26,,6,FY26,Q3
NII,PRIVATE BANK,HDFCBANK,Q1-FY25,29829.2220113852,0,FY25,Q1
NII,PRIVATE BANK,HDFCBANK,Q2-FY25,30110.0,1,FY25,Q2
NII,PRIVATE BANK,HDFCBANK,Q3-FY25,30650.0,2,FY25,Q3
NII,PRIVATE BANK,HDFCBANK,Q4-FY25,32070.0,3,FY25,Q4
NII,PRIVATE BANK,HDFCBANK,Q1-FY26,31440.0,4,FY26,Q1
NII,PRIVATE BANK,HDFCBANK,Q2-FY26,31550.0,5,FY26,Q2
NII,PRIVATE BANK,HDFCBANK,Q3-FY26,30650.0,6,FY26,Q3
NIMs,PRIVATE BANK,HDFCBANK,Q1-FY25,0.035,0,FY25,Q1
NIMs,PRIVATE BANK,HDFCBANK,Q2-FY25,0.035,1,FY25,Q2
NIMs,PRIVATE BANK,HDFCBANK,Q3-FY25,0.034,2,FY25,Q3
NIMs,PRIVATE BANK,HDFCBANK,Q4-FY25,0.0346,3,FY25,Q4
NIMs,PRIVATE BANK,HDFCBANK,Q1-FY26,0.0335,4,FY26,Q1
NIMs,PRIVATE BANK,HDFCBANK,Q2-FY26,0.0327,5,FY26,Q2
NIMs,PRIVATE BANK,HDFCBANK,Q3-FY26,0.0335,6,FY26,Q3
NNPA,PRIVATE BANK,HDFCBANK,Q1-FY25,0.004,0,FY25,Q1
NNPA,PRIVATE BANK,HDFCBANK,Q2-FY25,0.004,1,FY25,Q2
NNPA,PRIVATE BANK,HDFCBANK,Q3-FY25,0.005,2,FY25,Q3
NNPA,PRIVATE BANK,HDFCBANK,Q4-FY25,0.004,3,FY25,Q4
NNPA,PRIVATE BANK,HDFCBANK,Q1-FY26,0.005,4,FY26,Q1
NNPA,PRIVATE BANK,HDFCBANK,Q2-FY26,0.004,5,FY26,Q2
NNPA,PRIVATE BANK,HDFCBANK,Q3-FY26,0.004,6,FY26,Q3
Opex to AUM,PRIVATE BANK,HDFCBANK,Q1-FY25,0.019,0,FY25,Q1
Opex to AUM,PRIVATE BANK,HDFCBANK,Q2-FY25,0.019,1,FY25,Q2
Opex to AUM,PRIVATE BANK,HDFCBANK,Q3-FY25,0.019,2,FY25,Q3
Opex to AUM,PRIVATE BANK,HDFCBANK,Q4-FY25,0.019,3,FY25,Q4
Opex to AUM,PRIVATE BANK,HDFCBANK,Q1-FY26,0.019,4,FY26,Q1
Opex to AUM,PRIVATE BANK,HDFCBANK,Q2-FY26,0.019,5,FY26,Q2
Opex to AUM,PRIVATE BANK,HDFCBANK,Q3-FY26,0.019,6,FY26,Q3
Other Income,PRIVATE BANK,HDFCBANK,Q1-FY25,10651.960784313726,0,FY25,Q1
Other Income,PRIVATE BANK,HDFCBANK,Q2-FY25,11480.0,1,FY25,Q2
Other Income,PRIVATE BANK,HDFCBANK,Q3-FY25,11450.0,2,FY25,Q3
Other Income,PRIVATE BANK,HDFCBANK,Q4-FY25,12030.0,3,FY25,Q4
Other Income,PRIVATE BANK,HDFCBANK,Q1-FY26,21730.0,4,FY26,Q1
Other Income,PRIVATE BANK,HDFCBANK,Q2-FY26,14350.0,5,FY26,Q2
Other Income,PRIVATE BANK,HDFCBANK,Q3-FY26,11450.0,6,FY26,Q3
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q1-FY25,16170.0,0,FY25,Q1
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q2-FY25,16820.0,1,FY25,Q2
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q3-FY25,16680.0,2,FY25,Q3
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q4-FY25,17620.0,3,FY25,Q4
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q1-FY26,18160.0,4,FY26,Q1
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q2-FY26,18640.0,5,FY26,Q2
PAT (INR Crs),PRIVATE BANK,HDFCBANK,Q3-FY26,16740.0,6,FY26,Q3
PCR,PRIVATE BANK,HDFCBANK,Q1-FY25,0.71,0,FY25,Q1
PCR,PRIVATE BANK,HDFCBANK,Q2-FY25,0.7,1,FY25,Q2
PCR,PRIVATE BANK,HDFCBANK,Q3-FY25,0.68,2,FY25,Q3
PCR,PRIVATE BANK,HDFCBANK,Q4-FY25,0.68,3,FY25,Q4
PCR,PRIVATE BANK,HDFCBANK,Q1-FY26,0.67,4,FY26,Q1
PCR,PRIVATE BANK,HDFCBANK,Q2-FY26,0.67,5,FY26,Q2
PCR,PRIVATE BANK,HDFCBANK,Q3-FY26,0.7,6,FY26,Q3
RoA,PRIVATE BANK,HDFCBANK,Q1-FY25,0.0189,0,FY25,Q1
RoA,PRIVATE BANK,HDFCBANK,Q2-FY25,0.019,1,FY25,Q2
RoA,PRIVATE BANK,HDFCBANK,Q3-FY25,0.0187,2,FY25,Q3
RoA,PRIVATE BANK,HDFCBANK,Q4-FY25,0.0194,3,FY25,Q4
RoA,PRIVATE BANK,HDFCBANK,Q1-FY26,0.0185,4,FY26,Q1
RoA,PRIVATE BANK,HDFCBANK,Q2-FY26,0.0193,5,FY26,Q2
RoA,PRIVATE BANK,HDFCBANK,Q3-FY26,0.0192,6,FY26,Q3
RoE,PRIVATE BANK,HDFCBANK,Q1-FY25,0.15,0,FY25,Q1
RoE,PRIVATE BANK,HDFCBANK,Q2-FY25,0.147,1,FY25,Q2
RoE,PRIVATE BANK,HDFCBANK,Q3-FY25,0.141,2,FY25,Q3
RoE,PRIVATE BANK,HDFCBANK,Q4-FY25,0.144,3,FY25,Q4
RoE,PRIVATE BANK,HDFCBANK,Q1-FY26,0.141,4,FY26,Q1
RoE,PRIVATE BANK,HDFCBANK,Q2-FY26,0.144,5,FY26,Q2
RoE,PRIVATE BANK,HDFCBANK,Q3-FY26,0.139,6,FY26,Q3
Yields,PRIVATE BANK,HDFCBANK,Q1-FY25,0.084,0,FY25,Q1
Yields,PRIVATE BANK,HDFCBANK,Q2-FY25,0.083,1,FY25,Q2
Yields,PRIVATE BANK,HDFCBANK,Q3-FY25,0.083,2,FY25,Q3
Yields,PRIVATE BANK,HDFCBANK,Q4-FY25,0.083,3,FY25,Q4
Yields,PRIVATE BANK,HDFCBANK,Q1-FY26,0.081,4,FY26,Q1
Yields,PRIVATE BANK,HDFCBANK,Q2-FY26,0.078,5,FY26,Q2
Yields,PRIVATE BANK,HDFCBANK,Q3-FY26,0.078,6,FY26,Q3
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q1-FY25,1223154.0,0,FY25,Q1
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q2-FY25,1277240.0,1,FY25,Q2
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q3-FY25,1314366.0,2,FY25,Q3
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q4-FY25,1341766.0,3,FY25,Q4
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q1-FY26,1364157.0,4,FY26,Q1
